상품명,카테고리,중량,칼로리,단백질,지방,탄수화물,나트륨,가격,행사 정보,편의점 코드,상품 이미지
거버 바나나 쿠키 142g,과자,142,387,6,11,67,170,,,,
레몬 퍼프 위드 리얼 레몬크림,과자,200,504,4,24,68,880,,,,
엘사보르 나쵸 앤 딥 살사,과자,175,283,3,12,40,1773,,,,
쇼우가 센베이,과자,140,383,5.4,0.5,89.1,260,,,,
엘사보르 나쵸 앤 딥 치즈,과자,175,660,10,36,73,2400,,,,
케이팍스 버터쿠키,과자,360,550,5,30,65,200,,,,
순수 쌀과자 고소한 맛,과자,280,450,5,18,70,500,,,,
감자칩사워크림어니언향,과자,110,505,4,27,62,680,,,,
순수 쌀과자 달콤한 맛,과자,280,450,5,17,75,352,,,,
감자칩 치즈,과자,110,525,6,29,60,830,,,,
감자칩 오리지날,과자,110,510,6,27,61,580,,,,
코코넛크래커 180g,과자,180,480,6,20,73,20,,,,
토스티드 크루통(26063),과자,500,403,1.2,8.8,69,1600,,,,
로아커웨하스 바닐라(180g),과자,180,234,3.5,12.2,27.5,71,,,,
로아커웨하스 크림 카카오(180g),과자,180,227,3.5,11.9,26.4,55,,,,
뭉달,과자,150,150,6,7,16,140,,,,
수지러스크,과자,600,140,2,5,21,2,,,,
팜스칩스,과자,100,470,3,19,72,28,,,,
차나달,과자,150,140,5,7,15,160,,,,
체리그랜드파더 누가 크래커 (12개입),과자,180,142,3,6,19,80,,,,
체리그랜드파더 누가크래커 오렌지맛,과자,180,135,2,5.3,20,121.8,,,,
체리그랜드파더 누가크래커 홍차맛,과자,180,135,2,4.9,20.6,125.7,,,,
체리그랜드파더 누가크래커 검정깨맛,과자,180,138,2.2,5.6,19.8,129,,,,
비카네리브지아,과자,150,180,4,14,10,330,,,,
쿠키머랭 L (P-183B),과자,1250,437,3,13,77,197,,,,
심플리 프루티,과자,620,320,7,2.4,68,40,,,,
쿠키머랭 J (P-321B),과자,630,437,3,13,77,197,,,,
심플리 딜리셔스,과자,620,335,10,7,58,40,,,,
리얼리 너티,과자,560,355,9,8,62,40,,,,
크랜베리 체리 앤 아몬드,과자,540,365,10,8,63,160,,,,
타르트 쉘 초코 미니 라운드 (TS4001-C),과자,2400,444,6,24,51,15,,,,
타르트 쉘 스위트 라지 라운드 (TS8001),과자,1900,444,6,24,51,15,,,,
타르트 쉘 스위트 미디움 라운드 (TS6001),과자,1500,444,6,24,51,15,,,,
타르트 쉘 스위트 미니 라운드 (TS4001),과자,2400,444,6,24,51,15,,,,
조비스 바나나칩,과자,100,530,0,26.6,66.6,167,,,,
카사바칩 오리지널,과자,1200,489,3,21,71,143,,,,
반두아농 코코넛찹쌀 크래커,과자,150,470,4,18,73,45,,,,
후지야 홈파이 버터맛,과자,193,550,6.7,31,61,94,,,,
치즈 크래커,과자,330,483,9,20.6,65.3,824,,,,
고마도라꾸,과자,170,472,10,16,72,132,,,,
[홀랜드앤바렛] 바나나 칩 (39036 / 500g),과자,500,546,2,34,58,0,,,,
[홀랜드앤바렛] 허니 퍼프드 라이스 (4645),과자,200,374,6,2,83,8,,,,
아카이보우시 옐로우,과자,146,412,8,32,57.4,83,,,,
아타파띠,과자,800,150,2,8,17,41,,,,
미니 코코아 웨이퍼 바닐라향,과자,110,579,5.9,29.3,73,86,,,,
미니 웨이퍼 초콜릿,과자,110,573,4.2,27.6,77,102,,,,
카푸치노 웨이퍼,과자,350,455,4,14,78,210,,,,
밀크 테이스트 와플,과자,300,535,7,31,58,200,,,,
베르랑고 코코아 헤이즐넛,과자,90,504,6,24,66,150,,,,
비스카 대니쉬 퍼프 패스트리 딸기 레몬,과자,150,586,3.7,39,55,280,,,,
비스카 대니쉬 퍼프 패스트리 바닐라,과자,150,595,3.7,40,55,280,,,,
비스카홀그레인다이제스티브,과자,400,435,7.6,17,63,480,,,,
바닐라향 크리스프 브레드 링 미니,과자,200,118,3,2,22,107,,,,
비스카다이제스티브,과자,400,461,7.3,19,67,520,,,,
그린어니언 크래커스,과자,630,476,12,19.6,63,400,,,,
포겐 크리스피롤 골든 휘트,과자,225,422,10,10,75,276,,,,
포겐 크리스피롤 홀그레인,과자,225,385,12,6.5,74.5,492,,,,
포겐 크리스피롤 홀그레인 사워도우,과자,225,385,11.6,6.3,74.2,433,,,,
초코와플,과자,130,515,5.5,29,57,240,,,,
야미 초콜릿향 비스킷,과자,178,480,6,18,73,240,,,,
야미 바닐라향 비스킷,과자,178,480,5,18,74,240,,,,
레몬 쇼트브레드,과자,250,491,6.2,22.8,66.2,148,,,,
부르본 초콜릿향 비스킷,과자,175,470,5,18,72,105,,,,
부르본 바닐라향 비스킷,과자,175,475,5,18,73,105,,,,
프링글스 숯불 소시지향,과자,110,507,5.3,26.5,61.9,754,,,,
발로코헤이즐넛웨하스,과자,225,511,9.5,29,53,128,,,,
발로코 바닐라 미니 웨하스,과자,250,520,8,28,59,160,,,,
아미카 엘도라다 포테이토칩 x 6ea,과자,400,469,7,23.8,56.8,480,,,,
난 카타이,과자,360,152,2,8,18,14,,,,
바카르 크하니,과자,200,93,1,5.5,9.5,280,,,,
리츠크래커,과자,300,476,8,20,66,388,,,,
빙고더블초코-코코아분말5.8%,과자,280,140,1.8,6,19,120,,,,
쇼우가 츠마미,과자,140,395,3.8,2.2,90,300,,,,
스카이플렉스 크레커 컨덴서더향-인공컨덴서더향0.3%,과자,300,150,2,7,19,125,,,,
솔티드 에그 감자칩,과자,230,624,10,48,38,500,,,,
치파칩스 사워크림 앤 어니언맛,과자,110,471,4.8,21.3,65.1,785,,,,
스파이스 쿠키,과자,250,493,5,21,71,500,,,,
워커스 쇼트브레드 라운드,과자,150,526,6,30,58,272,,,,
워커스 쇼트브레드 트라이앵글,과자,150,520,5.5,28.7,59.5,264,,,,
워커스 스코티 독스 미니(150g),과자,150,501,6,25,63,252,,,,
워커스 오트&크랜베리 비스킷,과자,150,477,5.9,24.1,59.2,272,,,,
워커스 진저브레드 비스킷 (150g),과자,150,506,6,26,62,252,,,,
멜리헤 디 몬도비(942 - 400g),과자,400,479,6.7,24,59,16,,,,
이 비바네시 라떼 에 밀레 (94796),과자,125,462,13,18,62,760,,,,
웰빙카사바칩,과자,500,555,0,35,60,750,,,,
워커스 스트로베리 & 크림비스킷,과자,150,505,4.7,26.3,62.3,260,,,,
워커스 초콜릿 청크 비스킷,과자,150,506,5,26,53,240,,,,
데세오 크런치 코코넛 쿠키 (56157),과자,115,537,7,29,62,132,,,,
리얼카사바칩,과자,600,550,0,35,60,750,,,,
밀크 와플 쿠키,과자,300,540,7,32,56,400,,,,
코코아와플쿠기,과자,300,540,4,26,65,30,,,,
애플카라멜 프렌치 쿠키,과자,200,476,5.8,20.4,67.3,327,,,,
웨이퍼롤 밀크바닐라,과자,250,145,1,6,22,60,,,,
웨이퍼롤 초코,과자,250,140,1,5.5,22,50,,,,
멀티그라노,과자,300,196,5,2.9,36.5,0,,,,
그라함스 허니,과자,200,106,2,2,20,105,,,,
거버 동물모양 크래커,과자,170,424,6,14,71,360,,,,
메이플 쿠키,과자,64,325,4.2,15.7,41.7,113,,,,
토레스 셀렉타 캐비어(110g),과자,110,608,4,48,40,392,,,,
구욘 버터플라이 쿠키,과자,165,462,6.2,16,72,400,,,,
토레스 셀렉타 블랙트러플(125g),과자,125,580,5,44,41,500,,,,
무지마루 특 (아이스용),과자,128,516,9,4,111,10,,,,
구욘 미니 믹스 크래커,과자,350,465,6,20,64,1000,,,,
노춀라 쿠키,과자,200,456,7.1,20,62,500,,,,
구욘 글루텐프리 쿠키,과자,200,473,2.8,18,74,360,,,,
로아커웨하스 바닐라(405g),과자,405,234,3.5,12.2,27.5,71,,,,
고다치즈크림맛쌀과자,과자,150,511,5,27,62,706,,,,
게리치즈크래커,과자,200,1000,20,40,120,0,,,,
게리코코넛크래커,과자,200,1000,10,50,140,900,,,,
슈퍼크림 딸기맛,과자,200,145,2,6,22,120,,,,
슈가 크랙커,과자,262,140,3,4.5,21,200,,,,
구욘 퀴노아 & 치아 크래커,과자,250,479,8.2,22,58,1120,,,,
스나프 크리미 쿠키,과자,600,518,6.5,25.5,65.5,156,,,,
호밀 비스킷(3195102),과자,480,315,9,2.6,64,1200,,,,
크리스피브레드 위드 딜(3068702),과자,150,400,14,7.5,69,3600,,,,
샤브레 쿠키 (250g),과자,250,501,6.8,21.9,70,103,,,,
샬롯 비스킷,과자,8590,496,8,23,65,298,,,,
베리발 유기농 과일 크런치 믹스,과자,300,460,10,20,60,280,,,,
베리발 유기농 후르츠 믹스,과자,220,384,12,4.4,74,490,,,,
베리발 유기농 오트 크런치,과자,375,431,8.5,17,61,180,,,,
진저 쿠키(3190902),과자,600,463,5.4,17,72,1200,,,,
노바 멀티그레인 스넥 컨트리 체다 플레이버,과자,78,140,3,5,21,70,,,,
카르다몸 크리스프롤(3176201),과자,200,402,10,9.5,69,750,,,,
비스킷(3179402),과자,175,392,7.9,12,63,1400,,,,
유기농 다모띠 버터 초코 비스킷,과자,200,510,7.4,25,63.3,200,,,,
유기농 폴렌티노 옥수수 비스킷,과자,200,579,8.4,26.2,77.5,100,,,,
잉카 베지칩 스위트 포테이토,과자,142,548,4,32,61,250,,,,
잉카 케틀칩 치즈 앤 어니언,과자,142,532,7,32,54,536,,,,
초콜릿 캐롤,과자,275,471.09,8.1,17.05,71.31,338,,,,
크런치 캐롤 쿠키,과자,275,436.4,7.85,13.64,70.56,417,,,,
크로칸트,과자,18000,86395,600,0,20999,0,,,,
크리스피그레인롤 15곡+2견과(800g),과자,800,565,7,33,57,77,,,,
통가든코코넛땅콩 200g,과자,200,566,20,33.3,46.6,250,,,,
통가든 쏠티드 브로드빈 500G,과자,500,467,26.6,20,46.6,666,,,,
치피 바베큐향 콘칩스,과자,110,171,2,11,16,180,,,,
타틀릿 사브레 필 브로 (11cm),과자,3936,460,8,18,66,142,,,,
카라멜팝콘(794g),과자,794,372,4,4,80,280,,,,
36 로맨틱 마카롱 (61446),과자,469,410,10,18,52,100,,,,
라즈베리 감자칩,과자,125,442,6.6,27.1,42.8,240,,,,
라임 민트 라즈베리 마카롱,과자,1050,465,8,25,52,174,,,,
라즈베리 마카롱,과자,1050,465,8,25,52,174,,,,
이베리코 하몽 감자칩,과자,140,443,7,27.1,42.8,350,,,,
블랙 트러플 감자칩,과자,125,444,6.7,27.2,43.2,290,,,,
인디 라운드 나쵸칩,과자,454,489,7,21,68,200,,,,
바닐라 통카빈 스트로베리 마카롱,과자,1050,465,8,25,52,174,,,,
애플카라멜 프렌치 쿠키(팩),과자,200,476,5.8,20.4,67.3,327,,,,
달뭉,과자,200,96,4,4.4,10.4,152,,,,
케이크 러스크,과자,350,126,2,6,16,45,,,,
오트 비스킷(3191302),과자,600,487,5.1,23,65,850,,,,
사쿠토 이카텐,과자,88,462,13,26.8,42.2,739,,,,
슈퍼 링 치즈맛,과자,112,590,7,41,48,670,,,,
누가크래커,과자,140,64,1.1,2.3,9.8,51,,,,
이지셩 누가 크래커 크랜베리,과자,9800,415,4.1,11.8,73.2,150,,,,
스위트포테이토 토르틸라칩스,과자,510,509,3,25,68,400,,,,
타고 스마일리,과자,660,503,5.9,25.3,63,250,,,,
튀긴찹쌀과자,과자,250,324,6,4,66,200,,,,
브랙퍼스트 비스킷,과자,500,452,9,14,70,340,,,,
브레드 스틱,과자,150,526,6,6,112,600,,,,
플로랄탑콘,과자,1000,518,7,26,64,500,,,,
유기농 키드 믹스,과자,15000,353,8.75,2.6,73.53,300,,,,
후그 미니 디저트 타트렛,과자,1180,517,6,27,63,43,,,,
후그 미니 초코 디저트 타트렛,과자,1180,500,7,27,63,40,,,,
후그 미니 디저트 타트렛 필리그라노 버터 스퀘어 3.3cm,과자,1575,539,7.8,30,58,0.1,,,,
후그 디저트 타트렛 필리그라노 버터 라운드 5.3cm,과자,1498,535,8,29,59,50,,,,
누가텔리 쿠키 (25g),과자,25,126,1.4,6.8,15,60,,,,
후그 디저트 타트렛 필리그라노 버터 렉탱글,과자,1155,535,8,29,59,52,,,,
사브레 누아 100g,과자,100,557,7,33,58,220,,,,
굿 비스 스퀘어 퍼프,과자,380,467,9,15,74,522,,,,
스트룹와플 블랑코,과자,315,463,3.7,19.3,67.8,614,,,,
인디 나쵸칩 오리지날,과자,283,408,7,21,68,200,,,,
검정깨강정,과자,14000,156,4,8,17,0,,,,
참깨강정,과자,14000,156,3,8,17,0,,,,
파인애플 비스킷,과자,250,382,3.6,7.3,74.5,291,,,,
샹라화셩,과자,110,556,28,52,29,44,,,,
바나나칩 (12LB),과자,5440,558,2,36,57,0,,,,
주피 미니그라시니 피자맛,과자,100,460,11.5,17.4,65,2,,,,
주피 미니그라시니 페스토맛,과자,100,415,10,13.4,63.5,2.5,,,,
시리얼비스켓,과자,120,133,2.31,4.2,21.6,237,,,,
오리 미소 센베이,과자,140,412,8.8,5.7,81.3,440,,,,
라아부엘라니에베스 포테이토칩,과자,150,354,3,33,53,231,,,,
쿠키머랭 K (P-288HB),과자,760,433,3,13,76,197,,,,
쿠키앤크림 스트로베리 샌드,과자,400,488,7,20,70,260,,,,
쿠키앤크림 초코샌드,과자,400,488,7,20,70,220,,,,
구욘트윙스,과자,154,461,5,17,72,1100,,,,
향라완두,과자,80,423,33,16,37,600,,,,
산향완두,과자,80,423,33,16,37,600,,,,
구욘트윙스타파,과자,7000,445,6.5,15,71,1500,,,,
송로,과자,195,320,5.1,0.3,74.3,70,,,,
스톤월키친 씨솔트 크래커,과자,142,370,10,10,60,700,,,,
스톤월키친 로스티드갈릭 크래커,과자,142,383,10,10,63,567,,,,
아이로에로 그리시니 올리브,과자,200,374,11,7.8,65,1900,,,,
밀차 쿠키,과자,50,253,3.8,11.8,32.9,79,,,,
바나나칩 그리인디드,과자,11340,530,2.5,30,62.5,0,,,,
스톤월키친 로즈마리 파머산 크래커,과자,142,383,10,10,63,733,,,,
스톤월키친 올리브오일 크래커,과자,125,412,10,12,67,800,,,,
나쵸칩,과자,9080,446,7,18,71,196,,,,
파스티치니 어소트 비스킷,과자,140,483,6.7,27,53.3,0,,,,
바치 디 다마 트레디셔널 리구이아 베이커리,과자,140,568,6,36,55,40,,,,
어소트 화인 비스킷(250g),과자,250,493,7,28,53,100,,,,
크런치캐롤쿠키,과자,300,436.4,7.85,13.64,70.56,417,,,,
몽키바나나칩,과자,3000,480,3,18,72,40,,,,
트위스트 참깨강정,과자,6000,478,4,18,75,0,,,,
참깨당과,과자,250,519,13,27,56,30,,,,
트위스트 검정깨강정,과자,6000,458,4,18,70,0,,,,
타코쉘,과자,1247,447,0,23,60,600,,,,
유기농크런치트로피칼후르츠,과자,10000,415,7.5,12.7,67.6,51,,,,
유기농프로틴리치그래놀라,과자,10000,405,22.2,29.4,12.9,91,,,,
유기농초코크런치,과자,10000,448,8.5,17.9,63.2,19,,,,
유기농크런치애플시나몬,과자,10000,391,7.1,10.9,66.1,26,,,,
바닐라 맛 웨이퍼(합성바닐라향 0.6% 함유),과자,2260,457,3,17,73,400,,,,
나브라탄믹춰,과자,150,180,4,12,13,180,,,,
핀크리스프 스낵 갈릭,과자,130,344,10,2.4,80,550,,,,
크릭 크래커 250g,과자,250,134,3.1,3.3,23,410,,,,
핀크리스프 스낵 토마토앤로즈마리,과자,130,350,10,2.7,81,550,,,,
검정깨당과,과자,250,471,13,23,53,33,,,,
아몬드 진저 쿠키(170g)(3191002),과자,170,455,5.7,16,72,1000,,,,
파토리아 카사노바 산 미니아토 칸투치 (193871),과자,200,570,12,42,36,92,,,,
초콜릿 칩 쿠키,과자,200,485,6,21,68,237,,,,
오트밀 라이신 쿠키,과자,200,463,6,19,67,278,,,,
파피스 마카롱,과자,396,469,8,25,53,49,,,,
코코넛크래커 250g,과자,250,480,6,20,73,20,,,,
자색 고구마칩,과자,110,525,4,28,64,385,,,,
미니 크리미 키스 딸기향,과자,160,192,2.4,8.4,26.6,160,,,,
미니 크리미 키스 코코아,과자,160,186,2.4,7.6,27,160,,,,
미니 크리미 키스 바닐라향,과자,160,192,2.4,8.4,26.8,160,,,,
원더플코펜하겐데니쉬버터쿠키,과자,150,454,5.1,21,61,270,,,,
핀크리스프 오가닉 크리스프브레드,과자,200,347,10,2.6,81,550,,,,
카브리오니 헤이즐넛 웨이퍼,과자,400,495,6,25,62,70,,,,
조비스 바나나칩 320g,과자,320,499,0,23,73,150,,,,
카브리오니 카카오 웨이퍼,과자,400,525,5,29,61,75,,,,
카브리오니 바닐라향 웨이퍼,과자,400,535,7,34,52,60,,,,
카브리오니 프리미 아모리 쿠키,과자,650,480,8,21,65,210,,,,
모나카 쉘(고양이모양),과자,1350,368,6.9,0.8,83.4,4,,,,
모나카 쉘(돼지모양),과자,1300,368,6.9,0.8,83.4,4,,,,
모나카 쉘(다루마),과자,3000,368,6.9,0.8,83.4,4,,,,
크랜베리 누가 쿠키,과자,120,53.7,0.8,2.2,7.8,24,,,,
감자칩 핫앤스파이시,과자,110,505,6,26,62,600,,,,
렉산즈 크리스프브레드 트라이앵글,과자,200,357,9,2.6,64,1200,,,,
렉산즈 크리스프브레드 트라이앵글 엑스트라 크리스피,과자,200,357,9,2.6,64,1200,,,,
렉산즈 크리스프브레드 트라이앵글 멀티그레인,과자,190,362,12,2.7,63,1200,,,,
리츠 크래커,과자,300,475,8,20,66,390,,,,
그로나 플라멘코,과자,320,452,5,20,63,295,,,,
그로나 큐션스 위드 초콜릿맛,과자,280,540,7,32,56,280,,,,
베어 포우 초코렛칩 쿠키,과자,240,418,6.3,13.8,67.8,360,,,,
베어 포우 브라우니 쿠키,과자,240,396,6.9,11.4,69.5,308,,,,
숏브레드 플레인 쿠키,과자,125,483,7.2,19.6,68,140,,,,
마이 퍼스트 베어 포우 바닐라 쿠키,과자,150,456,7.8,17.2,70.8,378,,,,
프리미엄 웨이퍼 셀렉션,과자,300,567,3.1,36.2,56,80,,,,
프리미엄 쿠키 셀렉션,과자,400,516,5,27.3,61,120,,,,
베어 포우 바나나브레드 쿠키,과자,240,414,6.3,13.9,66.6,401,,,,
마이 퍼스트 베어 포우 오트밀 쿠키,과자,150,456,7.8,17.1,70.8,378,,,,
오레오(352.8g),과자,352.8,489,4.7,20.6,71.3,520,,,,
오레오 초콜릿향 크림(352.8g),과자,352.8,493,4.4,21,71.7,455,,,,
미니 오레오,과자,230,480,4.3,21.7,70,530,,,,
미니 오레오 초콜릿향 크림,과자,230,480,4.3,21.7,70,530,,,,
본다이,과자,140,170,3,12,12,260,,,,
엘사보르 치즈 나쵸칩,과자,225,513,6.1,24,68,900,,,,
엘사보르 칠리 나쵸칩,과자,225,513,6.1,24,68,900,,,,
아이로에로 그리시니 로즈마리,과자,200,375,11,8.6,63,1700,,,,
통밀 크리스프롤(3176101),과자,200,389,11,9,66,1000,,,,
106927 에스오에이치 프레첼,과자,9070,360,10,1.5,77,130,,,,
스카이플렉스 크레커 컨덴서더향-인공컨데서더향0.3%,과자,250,147,2,7,19,125,,,,
핀크리스프 비트 부스트 크리스프브레드,과자,205,346,8.8,3.4,78,471,,,,
핀크리스프 캐럿 크런치 크리스프브레드,과자,200,363,9.5,6.5,75,471,,,,
믹스과자,과자,200,505,4,24,68,380,,,,
요구르트맛동물모양크래커,과자,4530,423,7,7,83,100,,,,
라즈베리향 필링 비스킷(3191106),과자,176,464,4.2,19,69,530,,,,
바오롱크래커(오리지날),과자,6000,504.7,7.5,24.3,64,379,,,,
스펀지크런치 체다치즈플레이버,과자,120,572,3.5,39.3,57,375,,,,
스펀지크런치 딸기플레이버,과자,120,550,5,30,60,150,,,,
스펀지 크런치 모카치노 플레이버,과자,120,550,5,30,65,175,,,,
필로우 치즈플레이버,과자,110,450,5,17.5,70,500,,,,
파토리아 카사노바 초콜릿 칸투치 (149714),과자,200,570,12,42,36,9,,,,
대니사 버터쿠키(454G),과자,454,504,6,24,66,197,,,,
카사바칩-600g,과자,600,550,0,35,60,750,,,,
유니콘 흴 스트로베리향 마쉬멜로우 비스킷,과자,220,455,4,19,67,80,,,,
오트 25 딸기,과자,200,504,8,24,64,240,,,,
파크래커,과자,3000,500,10,22,64,240,,,,
베어 포우 체다 크래커,과자,156,436,9.8,12.9,71.8,569,,,,
프링글스 핫 앤 스파이시(110g),과자,110,531,5.5,29.6,60.7,536,,,,
스타벅스 쿠키 스트로즈,과자,520,443,7,15,70,133,,,,
그리시니 알 메이스 (110783),과자,150,409,11,9,71,400,,,,
그리시니 알 올리오 엑스트라 버진 디 올리바 (110785),과자,150,395,12,7,71,800,,,,
세플리스,과자,250,194,5,10,21,160,,,,
왕자과자,과자,210,373,3,2,87,67,,,,
컨츄리 비스킷,과자,300,485,8.2,22,63,730,,,,
리치티 비스킷,과자,300,460,7.4,15,74,1000,,,,
그릴레틴 플레인(24859),과자,161,410,11,9.5,70,460,,,,
프링글스 오리지날(110g),과자,110,523,5.1,27.9,62.8,469,,,,
스카이플렉스 크레커 컨덴서더향,과자,300,150,2,7,19,125,,,,
얼룩말쿠키,과자,200,402,4,10,74,0,,,,
사자쿠키,과자,300,402,4,10,74,0,,,,
기린쿠키,과자,300,402,4,10,74,0,,,,
자타르마타르,과자,150,140,5,7,13,429,,,,
통밀 그릴레틴(24860),과자,161,391,12,11,61,400,,,,
듀크 체다치즈맛 미니 크래커(150g),과자,150,130,2,5,20,290,,,,
유기농 오트 후레이크,과자,20000,405,16,6.4,63,0,,,,
듀크 솔티드 미니 크래커(150g),과자,150,137,2,5,21,250,,,,
라멘땅콩,과자,240,540,15.8,31.9,47.5,875,,,,
선사인링,과자,160,480,7,20,68,140,,,,
라스베리맛링쿠키,과자,150,448,6,16,70,140,,,,
모카테쿠키셀렉션,과자,260,478,9,22,61,152,,,,
팔메라스 듀오,과자,1500,566,5.3,37,53,450,,,,
코코넛크래커(180g),과자,180,480,6,20,73,20,,,,
세뷰레,과자,112,586,6,30,73,252,,,,
그리시니 인테그랄리 (110787),과자,150,396,13,8,68,400,,,,
초코스마일,과자,375,385,8,3.3,78.7,40,,,,
크리스피 망고 칩스,과자,180,401,3,9,77,5,,,,
후그 미니 디저트 타트렛 필리그라노 버터 라운드 3.8cm,과자,1400,540,8,30,58,0.1,,,,
후그 미니 초코 타트렛 필리그라노 버터 라운드 3.8cm,과자,1380,528,8.4,29,57,0.1,,,,
후그 초코 타트렛 필리그라노 버터 라운드 5.3cm,과자,1440,530,8,29,58,60,,,,
이지셩 누가 크래커 18개입,과자,252,445,5.7,16.7,69.2,290,,,,
이지셩 누가 크래커 크랜베리 18개입,과자,252,415,4.1,11.8,73.2,150,,,,
